"","Tile1","Tile2","cellTypes"
"9629","chr11:86241653-86246596","chr11:85745623-85748525","nCD4,nCD8"
"9630","chr11:86241653-86246596","chr11:85750431-85757709","nCD4,nCD8"
"9631","chr11:86241653-86246596","chr11:85757709-85758656","nCD4,nCD8"
"9632","chr11:86241653-86246596","chr11:85798269-85801305","nCD4"
"9633","chr11:86241653-86246596","chr11:85801305-85801533","Mon"
"9634","chr11:86241653-86246596","chr11:85863830-85866791","Mac1,Mac2,Mon"
"9635","chr11:86241653-86246596","chr11:85897603-85904422","Ery,Mac1,MK"
"9636","chr11:86241653-86246596","chr11:85931109-85944412","Mac1,Mac2"
"9637","chr11:86241653-86246596","chr11:85972560-85974198","Mac1,Mac2"
"9638","chr11:86241653-86246596","chr11:85974198-85987014","Mac0,Mac1,Mac2,MK,Mon"
"9639","chr11:86241653-86246596","chr11:85987014-85989041","Mac0,Mac1,Mac2,MK,Mon"
"9640","chr11:86241653-86246596","chr11:85989041-85990351","Mac1"
"9641","chr11:86241653-86246596","chr11:85990351-85992239","Neu"
"9642","chr11:86241653-86246596","chr11:86026463-86032008","Ery,Neu"
"9643","chr11:86241653-86246596","chr11:86032008-86033030","Ery,Mac2,Neu"
"9644","chr11:86241653-86246596","chr11:86067927-86075050","Neu"
"9645","chr11:86241653-86246596","chr11:86075984-86082777","Ery,Mac0,Mac1,Mac2,Mon,Neu"
"9646","chr11:86241653-86246596","chr11:86128297-86132985","Ery"
"9647","chr11:86241653-86246596","chr11:86164817-86169762","Ery,Mac1,Mac2,MK,Mon"
"9648","chr11:86241653-86246596","chr11:86188500-86192145","Ery,Mac1,MK,Neu"
"9649","chr11:86241653-86246596","chr11:86207707-86211078","MK"
"9650","chr11:86241653-86246596","chr11:86235758-86240708","Ery"
"9651","chr11:86241653-86246596","chr11:93739452-93763831","MK"
"9652","chr11:86298248-86303001","chr11:85598663-85602869","Ery"
"9653","chr11:86298248-86303001","chr11:85616210-85617823","nCD4,nCD8,Ery,Mac1,Mon,Neu"
"9654","chr11:86298248-86303001","chr11:85745623-85748525","nCD4,nCD8"
"9655","chr11:86298248-86303001","chr11:85750431-85757709","nCD4,nCD8"
"9656","chr11:86298248-86303001","chr11:85757709-85758656","nCD4,nCD8"
"9657","chr11:86298248-86303001","chr11:85798269-85801305","nCD4"
"9658","chr11:86298248-86303001","chr11:85801305-85801533","Mon"
"9659","chr11:86298248-86303001","chr11:85863830-85866791","Mac1,Mac2,Mon"
"9660","chr11:86298248-86303001","chr11:85897603-85904422","Ery,Mac1,MK"
"9661","chr11:86298248-86303001","chr11:85931109-85944412","Mac1,Mac2"
"9662","chr11:86298248-86303001","chr11:85972560-85974198","Mac0,Mac1,Mac2,MK,Mon"
"9663","chr11:86298248-86303001","chr11:85987014-85989041","Mac0,Mac1,Mac2,MK,Mon"
"9664","chr11:86298248-86303001","chr11:85989041-85990351","Mac1"
"9665","chr11:86298248-86303001","chr11:85990351-85992239","Neu"
"9666","chr11:86298248-86303001","chr11:86026463-86032008","Ery,Neu"
"9667","chr11:86298248-86303001","chr11:86032008-86033030","Ery,Mac2,Neu"
"9668","chr11:86298248-86303001","chr11:86067927-86075050","Neu"
"9669","chr11:86298248-86303001","chr11:86075984-86082777","nCD8"
"9670","chr11:86666050-86673499","chr11:86446149-86449453","Mac2,MK"
"9671","chr11:86666050-86673499","chr11:86785233-86786913","Mac2,MK"
"9672","chr11:86666050-86673499","chr11:86786913-86790164","MK"
"9673","chr11:86953419-86958249","chr11:87256550-87259793","Mon"
"9674","chr11:88328545-88339007","chr11:88359727-88364307","Mon"
"9675","chr11:88328545-88339007","chr11:88364307-88364992","Mon"
"9676","chr11:88328545-88339007","chr11:88365088-88367589","nCD4,nCD8"
"9677","chr11:88328545-88339007","chr11:88368567-88372558","Mon"
"9678","chr11:88328545-88339007","chr11:88373678-88384056","Mac0,Mac1"
"9679","chr11:88328545-88339007","chr11:88411365-88413486","Mac0,Mac1,Mac2,Mon"
"9680","chr11:88328545-88339007","chr11:88417532-88421339","nCD4,nCD8,Mac0,Mac1,Mac2,Mon"
"9681","chr11:88328545-88339007","chr11:88421339-88425578","nCD4,nCD8"
"9682","chr11:88328545-88339007","chr11:88425578-88426070","Mac1,Mon"
"9683","chr11:88328545-88339007","chr11:88428534-88432293","Mac1,Neu"
"9684","chr11:88328545-88339007","chr11:88437127-88450656","Neu"
"9685","chr11:88328545-88339007","chr11:88450656-88453196","Mac1"
"9686","chr11:90215115-90226187","chr11:88309909-88316928","Mac1,Mac2"
"9687","chr11:90215115-90226187","chr11:90227052-90228031","Mac1,Mac2"
"9688","chr11:90215115-90226187","chr11:90228097-90228395","Mac2"
"9689","chr11:90215115-90226187","chr11:92809552-92811737","Mac2"
"9690","chr11:90215115-90226187","chr11:92811737-92813273","Neu"
"9691","chr11:90215115-90226187","chr11:93221489-93222944","Mac0,Mac1,Mac2"
"9692","chr11:90215115-90226187","chr11:93541573-93546238","Mon"
"9693","chr11:90215115-90226187","chr11:93612190-93615734","MK,Neu"
"9694","chr11:90215115-90226187","chr11:93663955-93667089","MK,Neu"
"9695","chr11:90215115-90226187","chr11:93667089-93669551","MK"
"9696","chr11:90215115-90226187","chr11:93683458-93685587","Neu"
"9697","chr11:90215115-90226187","chr11:93688967-93697017","Ery"
"9698","chr11:90215115-90226187","chr11:93739452-93763831","nCD4"
"9699","chr11:90215115-90226187","chr11:93785283-93789291","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9700","chr11:90215115-90226187","chr11:94470707-94477793","nCD4"
"9701","chr11:93196807-93198608","chr11:90215115-90226187","Mac1,Mac2"
"9702","chr11:93196807-93198608","chr11:90227052-90228031","Mac0,Mac1,Mac2,MK,Mon"
"9703","chr11:93196807-93198608","chr11:90341214-90344036","Mac0,Mac1,Mac2"
"9704","chr11:93196807-93198608","chr11:93541573-93546238","Mac0,Mac1,Mac2"
"9705","chr11:93196807-93198608","chr11:93546380-93547442","Mac1,Mon"
"9706","chr11:93196807-93198608","chr11:93608827-93612190","Mon"
"9707","chr11:93196807-93198608","chr11:93612190-93615734","MK,Neu"
"9708","chr11:93196807-93198608","chr11:93663955-93667089","MK,Neu"
"9709","chr11:93196807-93198608","chr11:93667089-93669551","MK"
"9710","chr11:93196807-93198608","chr11:93683458-93685587","Neu"
"9711","chr11:93196807-93198608","chr11:93688967-93697017","Ery"
"9712","chr11:93196807-93198608","chr11:93739452-93763831","Mac1"
"9713","chr11:93196807-93198608","chr11:93768525-93769347","Mac1"
"9714","chr11:93196807-93198608","chr11:93769389-93772424","nCD4"
"9715","chr11:93196807-93198608","chr11:93785283-93789291","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9716","chr11:93196807-93198608","chr11:94470707-94477793","Neu"
"9717","chr11:93196807-93198608","chr11:94559318-94565137","Mac2"
"9718","chr11:93541573-93546238","chr11:92809552-92811737","Mac2"
"9719","chr11:93541573-93546238","chr11:92811737-92813273","Neu"
"9720","chr11:93541573-93546238","chr11:93221489-93222944","Mac1,Mac2"
"9721","chr11:93541573-93546238","chr11:93476866-93485234","Mac2"
"9722","chr11:93541573-93546238","chr11:93485234-93496481","Mon"
"9723","chr11:93541573-93546238","chr11:93612190-93615734","MK,Neu"
"9724","chr11:93541573-93546238","chr11:93663955-93667089","nCD4"
"9725","chr11:93660399-93663955","chr11:90215115-90226187","Neu"
"9726","chr11:93660399-93663955","chr11:93221489-93222944","Mac0,Mac1,Mac2"
"9727","chr11:93660399-93663955","chr11:93541573-93546238","Mac0,Mac1,Mac2"
"9728","chr11:93660399-93663955","chr11:93546380-93547442","Ery"
"9729","chr11:93660399-93663955","chr11:93739452-93763831","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9730","chr11:93660399-93663955","chr11:94470707-94477793","nCD4,nCD8,Mac1,Neu"
"9731","chr11:93732149-93736911","chr11:83175899-83177236","Mac0,Mac1,Mac2,MK,Mon"
"9732","chr11:93732149-93736911","chr11:85987014-85989041","nCD4"
"9733","chr11:93732149-93736911","chr11:90215115-90226187","Neu"
"9734","chr11:93732149-93736911","chr11:93221489-93222944","MK,Neu"
"9735","chr11:93732149-93736911","chr11:93663955-93667089","MK,Neu"
"9736","chr11:93732149-93736911","chr11:93667089-93669551","MK"
"9737","chr11:93732149-93736911","chr11:93683458-93685587","Neu"
"9738","chr11:93732149-93736911","chr11:93688967-93697017","Ery"
"9739","chr11:93732149-93736911","chr11:93739452-93763831","nCD4"
"9740","chr11:93732149-93736911","chr11:93785283-93789291","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9741","chr11:93732149-93736911","chr11:94470707-94477793","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9742","chr11:93732149-93736911","chr11:94477793-94479531","nCD4"
"9743","chr11:93739452-93763831","chr11:90215115-90226187","Neu"
"9744","chr11:93739452-93763831","chr11:93221489-93222944","Mac0,Mac1,Mac2"
"9745","chr11:93739452-93763831","chr11:93541573-93546238","MK,Neu"
"9746","chr11:93739452-93763831","chr11:93663955-93667089","MK,Neu"
"9747","chr11:93739452-93763831","chr11:93667089-93669551","MK"
"9748","chr11:93739452-93763831","chr11:93683458-93685587","Neu"
"9749","chr11:93739452-93763831","chr11:93688967-93697017","nCD4"
"9750","chr11:93739452-93763831","chr11:93785283-93789291","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9751","chr11:93739452-93763831","chr11:94470707-94477793","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9752","chr11:93739452-93763831","chr11:94477793-94479531","Mac2"
"9753","chr11:93782923-93785283","chr11:27504149-27513527","nCD4"
"9754","chr11:93782923-93785283","chr11:90215115-90226187","Mac1,Mac2"
"9755","chr11:93782923-93785283","chr11:90227052-90228031","Neu"
"9756","chr11:93782923-93785283","chr11:93221489-93222944","MK,Neu"
"9757","chr11:93782923-93785283","chr11:93663955-93667089","Mac1,Mac2"
"9758","chr11:93782923-93785283","chr11:94446971-94450925","Mac1,Mac2"
"9759","chr11:93782923-93785283","chr11:94450925-94451581","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9760","chr11:93782923-93785283","chr11:94470707-94477793","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9761","chr11:93782923-93785283","chr11:94477793-94479531","Neu"
"9762","chr11:93782923-93785283","chr11:94559318-94565137","Mac0,Mac1,Mac2"
"9763","chr11:94128555-94136044","chr11:82865831-82867565","MK"
"9764","chr11:94128555-94136044","chr11:94077813-94079429","Mac1,Mac2"
"9765","chr11:94128555-94136044","chr11:94450925-94451581","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9766","chr11:94128555-94136044","chr11:94470707-94477793","nCD8,Ery,Mac0,Mac1,Mac2,MK,Mon"
"9767","chr11:94128555-94136044","chr11:94477793-94479531","Mac1,Mac2"
"9768","chr11:94490543-94495856","chr11:90228097-90228395","MK,Neu"
"9769","chr11:94490543-94495856","chr11:93663955-93667089","MK,Neu"
"9770","chr11:94490543-94495856","chr11:93667089-93669551","Ery"
"9771","chr11:94490543-94495856","chr11:93739452-93763831","Mac1"
"9772","chr11:94490543-94495856","chr11:93768525-93769347","Mac1"
"9773","chr11:94490543-94495856","chr11:93769389-93772424","nCD4"
"9774","chr11:94490543-94495856","chr11:93785283-93789291","MK"
"9775","chr11:94490543-94495856","chr11:94077813-94079429","Mac1,MK"
"9776","chr11:94490543-94495856","chr11:94136044-94150063","MK"
"9777","chr11:94490543-94495856","chr11:94171408-94173013","MK"
"9778","chr11:94966157-94976011","chr11:94613538-94618312","nCD4,Ery"
"9779","chr11:94966157-94976011","chr11:95699978-95705494","Ery,Mon"
"9780","chr11:94966157-94976011","chr11:95762474-95768246","nCD4"
"9781","chr11:95082123-95090793","chr11:95682864-95685137","nCD4,Ery"
"9782","chr11:95082123-95090793","chr11:95699978-95705494","Ery"
"9783","chr11:95082123-95090793","chr11:95705494-95710929","Ery,Mon"
"9784","chr11:95082123-95090793","chr11:95762474-95768246","Mon"
"9785","chr11:95082123-95090793","chr11:95768246-95772312","nCD4"
"9786","chr11:95146426-95154058","chr11:95640513-95642371","Mon"
"9787","chr11:95146426-95154058","chr11:95650090-95650987","Mon"
"9788","chr11:95146426-95154058","chr11:95650987-95651890","nCD4"
"9789","chr11:95146426-95154058","chr11:95655568-95659755","nCD4"
"9790","chr11:95146426-95154058","chr11:95659755-95660837","nCD4"
"9791","chr11:95146426-95154058","chr11:95682864-95685137","nCD4"
"9792","chr11:95146426-95154058","chr11:95685137-95685473","nCD4"
"9793","chr11:95146426-95154058","chr11:95685473-95694129","nCD4,Ery"
"9794","chr11:95146426-95154058","chr11:95699978-95705494","Ery"
"9795","chr11:95146426-95154058","chr11:95705494-95710929","Ery"
"9796","chr11:95146426-95154058","chr11:95726299-95730930","Ery,Mon"
"9797","chr11:95146426-95154058","chr11:95762474-95768246","Mon"
"9798","chr11:95146426-95154058","chr11:95768246-95772312","nCD8"
"9799","chr11:95146426-95154058","chr11:96357541-96359549","Neu"
"9800","chr11:95232165-95237506","chr11:95367756-95371736","Neu"
"9801","chr11:95232165-95237506","chr11:95455980-95465776","Neu"
"9802","chr11:95232165-95237506","chr11:95529594-95537758","nCD4,Ery"
"9803","chr11:95232165-95237506","chr11:95540411-95548332","nCD4,Mac1"
"9804","chr11:95232165-95237506","chr11:95548332-95555166","Mac1"
"9805","chr11:95232165-95237506","chr11:95555166-95562260","nCD4,Neu"
"9806","chr11:95232165-95237506","chr11:95562260-95566781","nCD4"
"9807","chr11:95232165-95237506","chr11:95640513-95642371","nCD4,Mon"
"9808","chr11:95232165-95237506","chr11:95642371-95650090","Mon"
"9809","chr11:95232165-95237506","chr11:95650090-95650987","Mon"
"9810","chr11:95232165-95237506","chr11:95650987-95651890","nCD4"
"9811","chr11:95232165-95237506","chr11:95655568-95659755","nCD4"
"9812","chr11:95232165-95237506","chr11:95659755-95660837","nCD4"
"9813","chr11:95232165-95237506","chr11:95668475-95677180","nCD4"
"9814","chr11:95232165-95237506","chr11:95682864-95685137","nCD4"
"9815","chr11:95232165-95237506","chr11:95685137-95685473","nCD4"
"9816","chr11:95232165-95237506","chr11:95685473-95694129","nCD4,Ery"
"9817","chr11:95232165-95237506","chr11:95699978-95705494","Ery"
"9818","chr11:95232165-95237506","chr11:95705494-95710929","Ery"
"9819","chr11:95232165-95237506","chr11:95726299-95730930","Ery,Mon,Neu"
"9820","chr11:95232165-95237506","chr11:95762474-95768246","nCD8,Ery,MK"
"9821","chr11:95776322-95790886","chr11:95075013-95081178","nCD8"
"9822","chr11:95776322-95790886","chr11:95081178-95081813","nCD8"
"9823","chr11:95776322-95790886","chr11:95081813-95082123","nCD8,Ery,Mac0,Mac1,Mac2,MK"
"9824","chr11:95776322-95790886","chr11:95082123-95090793","Ery"
"9825","chr11:95776322-95790886","chr11:95102707-95104648","Ery"
"9826","chr11:95776322-95790886","chr11:95104648-95106755","Ery"
"9827","chr11:95776322-95790886","chr11:95133303-95136574","MK"
"9828","chr11:95776322-95790886","chr11:95136574-95139098","nCD4,Ery,MK"
"9829","chr11:95776322-95790886","chr11:95154058-95156905","nCD4,nCD8"
"9830","chr11:95776322-95790886","chr11:95156905-95160401","nCD4"
"9831","chr11:95776322-95790886","chr11:95160401-95164232","MK,Neu"
"9832","chr11:95776322-95790886","chr11:95166162-95173730","nCD4,nCD8"
"9833","chr11:95776322-95790886","chr11:95191857-95198254","nCD4,Mon,Neu"
"9834","chr11:95776322-95790886","chr11:95204212-95213651","nCD4"
"9835","chr11:95776322-95790886","chr11:95218176-95223593","nCD4,nCD8,Ery,MK"
"9836","chr11:95776322-95790886","chr11:95225026-95232165","Mon"
"9837","chr11:95776322-95790886","chr11:95237631-95246035","nCD4,nCD8,Ery,Mac2,MK,Mon,Neu"
"9838","chr11:95776322-95790886","chr11:95263351-95269368","nCD8"
"9839","chr11:95925134-95927256","chr11:96357541-96359549","Mac1"
"9840","chr11:96339276-96347289","chr11:95901816-95910776","nCD4"
"9841","chr11:96339276-96347289","chr11:96005652-96014514","nCD4"
"9842","chr11:96339276-96347289","chr11:96016636-96020646","nCD4,nCD8"
"9843","chr11:96339276-96347289","chr11:96020646-96023444","nCD4,nCD8"
"9844","chr11:96339276-96347289","chr11:96023444-96027028","nCD4,MK"
"9845","chr11:96339276-96347289","chr11:96073224-96079413","nCD4,MK"
"9846","chr11:96339276-96347289","chr11:96079413-96079681","nCD4,MK"
"9847","chr11:96339276-96347289","chr11:96079681-96086739","nCD4"
"9848","chr11:96339276-96347289","chr11:96086739-96089770","nCD4"
"9849","chr11:96339276-96347289","chr11:96089770-96095866","nCD4"
"9850","chr11:96339276-96347289","chr11:96100054-96101078","nCD4"
"9851","chr11:96339276-96347289","chr11:96101078-96103051","nCD4"
"9852","chr11:96339276-96347289","chr11:96103051-96106395","nCD4"
"9853","chr11:96339276-96347289","chr11:96106395-96107244","nCD4"
"9854","chr11:96339276-96347289","chr11:96107244-96107865","nCD4,nCD8"
"9855","chr11:96339276-96347289","chr11:96107865-96111720","Mon"
"9856","chr11:96339276-96347289","chr11:96131399-96137036","nCD4,nCD8,Mac0,Mac1"
"9857","chr11:96339276-96347289","chr11:96138745-96148847","Mac1,Mon"
"9858","chr11:96339276-96347289","chr11:96159233-96170481","nCD4"
"9859","chr11:96339276-96347289","chr11:96175690-96178656","nCD4"
"9860","chr11:96339276-96347289","chr11:96178656-96186872","nCD4,Mac1"
"9861","chr11:96339276-96347289","chr11:96189456-96194330","Neu"
"9862","chr11:96339276-96347289","chr11:96222608-96234710","nCD4"
"9863","chr11:96339276-96347289","chr11:96244377-96245527","nCD4,nCD8,Mac0,Mac1,Mac2,Neu"
"9864","chr11:96339276-96347289","chr11:96245527-96254417","nCD8,Ery,MK"
"9865","chr11:96389469-96390692","chr11:95075013-95081178","nCD8"
"9866","chr11:96389469-96390692","chr11:95081178-95081813","nCD8"
"9867","chr11:96389469-96390692","chr11:95081813-95082123","nCD8,Ery,Mac0,Mac1,Mac2,MK"
"9868","chr11:96389469-96390692","chr11:95082123-95090793","nCD4,Ery,MK"
"9869","chr11:96389469-96390692","chr11:95154058-95156905","nCD4,nCD8"
"9870","chr11:96389469-96390692","chr11:95156905-95160401","nCD4"
"9871","chr11:96389469-96390692","chr11:95160401-95164232","Mon"
"9872","chr11:96389469-96390692","chr11:95237631-95246035","Mac1"
"9873","chr11:96389469-96390692","chr11:95901816-95910776","nCD4"
"9874","chr11:96389469-96390692","chr11:96005652-96014514","nCD4"
"9875","chr11:96389469-96390692","chr11:96016636-96020646","nCD4,nCD8"
"9876","chr11:96389469-96390692","chr11:96020646-96023444","nCD4,nCD8"
"9877","chr11:96389469-96390692","chr11:96023444-96027028","nCD4,MK"
"9878","chr11:96389469-96390692","chr11:96073224-96079413","nCD4,MK"
"9879","chr11:96389469-96390692","chr11:96079681-96086739","nCD4"
"9880","chr11:96389469-96390692","chr11:96086739-96089770","nCD4"
"9881","chr11:96389469-96390692","chr11:96089770-96095866","nCD4"
"9882","chr11:96389469-96390692","chr11:96100054-96101078","nCD4"
"9883","chr11:96389469-96390692","chr11:96103051-96106395","nCD4"
"9884","chr11:96389469-96390692","chr11:96106395-96107244","nCD4"
"9885","chr11:96389469-96390692","chr11:96107244-96107865","Mon"
"9886","chr11:96389469-96390692","chr11:96131399-96137036","nCD4,nCD8"
"9887","chr11:102312733-102320171","chr11:102426591-102430509","Neu"
"9888","chr11:102312733-102320171","chr11:102491568-102499232","Mac1,Mac2"
"9889","chr11:102312733-102320171","chr11:102507916-102518733","Mac0,Mac1,Mac2"
"9890","chr11:102312733-102320171","chr11:102586053-102587764","Mac0,Mac1,Mac2"
"9891","chr11:102312733-102320171","chr11:102587764-102593733","Neu"
"9892","chr11:102312733-102320171","chr11:102675331-102678311","Neu"
"9893","chr11:102312733-102320171","chr11:102678311-102679318","Neu"
"9894","chr11:102312733-102320171","chr11:102679318-102679845","Neu"
"9895","chr11:102312733-102320171","chr11:102679845-102680201","Mon,Neu"
"9896","chr11:102312733-102320171","chr11:102680201-102691818","Neu"
"9897","chr11:102312733-102320171","chr11:102691818-102696626","Mac1,Mac2,Neu"
"9898","chr11:102312733-102320171","chr11:102696626-102705062","Mac0,Mac1,Mac2,Neu"
"9899","chr11:102312733-102320171","chr11:102708717-102711002","Mac0"
"9900","chr11:102312733-102320171","chr11:102711002-102712563","Mac0"
"9901","chr11:102312733-102320171","chr11:102712563-102714103","Mac1,Neu"
"9902","chr11:102312733-102320171","chr11:102715598-102722587","Mac1,Neu"
"9903","chr11:102312733-102320171","chr11:102722587-102728231","Mac0,Mac1,Neu"
"9904","chr11:102312733-102320171","chr11:102728231-102736041","Mac2"
"9905","chr11:102312733-102320171","chr11:102931605-102933333","Mac1,Mac2,Neu"
